label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.gate,params.rebalance,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
TQQQ50/BTAL50 gate QQQ<SMA200 rb 3m,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.12140782,0.38479630,0.12137249,0.38480157,33167.69770583,28000.00000000,5167.69770583,0.18456063,0.14109267,0.08554980,0.61794971,0.27601403,0.85830127,0.45005955,-0.31349777,,2020,0.44527420,2022,-0.26911758,60844.01482688,24.79818642,0.42038472,0.00088565,0.58941815,0.37298030,,,,,0.40922032,0.11519843
SPY benchmark,sens,sens_2020-05-08,2020-05-08,2023-05-08,true,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,,,0.00871399,0.02215160,0.00871571,0.02215237,33985.19433299,28000.00000000,5985.19433299,0.21375694,0.13605138,0.09815437,0.77474473,0.18779548,1.09504109,0.55855402,-0.24357784,,2020,0.28817156,2022,-0.18075659,27910.77267275,1.95375409,0.19774273,0.00006978,,,,,0.99128429,0.97784763,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 1w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,1w,0.00585756,0.10791341,0.00561847,0.10791863,37717.33425390,28000.00000000,9717.33425390,0.34704765,0.14130125,0.15291061,0.80391952,0.18619622,1.14922722,0.70732206,-0.19976933,178,2023,0.34085815,2022,-0.14413246,504091.06612939,191.24289937,3.87816159,0.00683010,0.64873888,0.19943445,,,,,0.35018466,0.12575907
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2w,0.01891011,0.32203784,0.01869510,0.32204162,36559.78320697,28000.00000000,8559.78320697,0.30570654,0.12388574,0.13635194,0.71323612,0.18897536,1.02717947,0.61676554,-0.20086359,545,2023,0.32711855,2022,-0.15210353,305996.39725700,117.41655692,2.39789359,0.00419345,0.64487466,0.19895030,,,,,0.35382448,0.13833531
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2w+1,0.02124288,0.36071457,0.02101845,0.36072485,36100.06656674,28000.00000000,8100.06656674,0.28928809,0.11225998,0.12966868,0.65318345,0.19110613,0.91494001,0.53920540,-0.20819521,191,2023,0.35514620,2022,-0.17470797,308236.30268560,117.49802540,2.47963674,0.00419636,0.64680053,0.21595631,,,,,0.35176425,0.12609642
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,,0.00099132,0.00266600,0.00071864,0.00196047,35950.26299724,28000.00000000,7950.26299724,0.28393796,0.11485689,0.12747734,0.67400704,0.18763333,0.96440249,0.52351098,-0.21939729,191,2023,0.29190667,2022,-0.15481534,154309.98928916,59.25832809,1.22073482,0.00211637,0.65232823,0.19905362,,,,,0.34663450,0.13870857
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2m,0.05960256,0.51004421,0.05944978,0.51005456,38131.70962699,28000.00000000,10131.70962699,0.36184677,0.14505135,0.15874747,0.75602136,0.20810184,1.07280200,0.66384364,-0.21850228,161,2023,0.34190879,2022,-0.16020161,93956.76874363,37.50091004,0.71952575,0.00133932,0.62922262,0.19866916,,,,,0.36917114,0.12570516
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,2m+1,0.04555412,0.29015818,0.04538823,0.29016301,34076.27346990,28000.00000000,6076.27346990,0.21700977,0.09108953,0.09947783,0.60284069,0.16827407,0.86150624,0.47578347,-0.19145165,169,2023,0.21171260,2022,-0.13777606,82817.79225831,32.34245158,0.67246338,0.00115509,0.67685516,0.34080011,,,,,0.32169583,0.13376715
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 3m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,3m,0.07567526,0.52082799,0.07555654,0.52083826,35710.33827495,28000.00000000,7710.33827495,0.27536922,0.10878817,0.12395362,0.56600194,0.22918078,0.79661401,0.41797640,-0.26027348,161,2023,0.33157053,2022,-0.18644642,88805.54338315,35.53220583,0.71486064,0.00126901,0.61717927,0.19866916,,,,,0.38069220,0.15596342
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,3m+1,0.07493541,0.52473890,0.07484720,0.52474390,34586.59182976,28000.00000000,6586.59182976,0.23523542,0.09322194,0.10721302,0.57482160,0.18502776,0.81803523,0.40708954,-0.22899615,,2021,0.28365205,2022,-0.19097327,54150.53981918,22.08606165,0.44069248,0.00078879,0.66619214,0.34126735,,,,,0.33177167,0.09094186
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,,3m+2,0.06303915,0.29015818,0.06294882,0.29016301,36498.42566465,28000.00000000,8498.42566465,0.30351520,0.12804978,0.13546353,0.80024104,0.16850120,1.15688986,0.67411225,-0.18995320,513,2023,0.27421537,2022,-0.14515861,74246.49728496,30.15065822,0.57611392,0.00107681,0.68142260,0.44352392,,,,,0.31663524,0.13342537
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,1w,0.04595482,0.28393819,0.04577606,0.28393819,37116.46814941,28000.00000000,9116.46814941,0.32558815,0.13740506,0.14436264,0.77779235,0.18864416,1.10716755,0.68781860,-0.19976933,178,2023,0.22431598,2022,-0.07221451,411117.27144932,156.95619885,3.14892531,0.00560558,0.69036370,0.19943445,,,,,0.30872466,0.04175281
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2w,0.05443014,0.32184194,0.05426569,0.32184584,35452.64622802,28000.00000000,7452.64622802,0.26616594,0.11232966,0.12014948,0.65288016,0.19127074,0.93229934,0.57059367,-0.19686455,178,2021,0.19213640,2022,-0.08299330,266863.43001646,103.44081159,2.10294301,0.00369431,0.68278029,0.19895030,,,,,0.31607239,0.04440898
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2w+1,0.06149522,0.36071457,0.06134505,0.36072485,36642.51135469,28000.00000000,8642.51135469,0.30866112,0.12381552,0.13754805,0.70186856,0.19316509,0.98450154,0.59470880,-0.20819521,191,2023,0.21565994,2022,-0.05108714,260306.02236026,100.25694073,2.04539319,0.00358061,0.69165465,0.21595631,,,,,0.30717784,0.04155409
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,,0.03802164,0.23233256,0.03782682,0.23233843,35553.79770014,28000.00000000,7553.79770014,0.26977849,0.11364819,0.12164514,0.65657568,0.19232915,0.93392601,0.51800180,-0.21939729,191,2021,0.21992226,2022,-0.07788511,137604.79032430,54.35977189,1.07960284,0.00194142,0.68964399,0.19905362,,,,,0.30946044,0.04093946
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2m,0.08391458,0.51004421,0.08381757,0.51005456,37003.33048292,28000.00000000,9003.33048292,0.32154752,0.13157801,0.14274178,0.69589689,0.20945939,0.98297227,0.60218141,-0.21850228,161,2021,0.33043788,2022,-0.12441108,97334.77099948,39.73123603,0.75565151,0.00141897,0.66511643,0.19866916,,,,,0.33351736,0.05489930
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,2m+1,0.07228319,0.29015818,0.07217964,0.29016301,35544.08578581,28000.00000000,7544.08578581,0.26943164,0.11441282,0.12150167,0.71023122,0.17405634,1.01114995,0.59760688,-0.19145165,169,2021,0.19500453,2022,-0.04567032,80067.64398547,32.46495326,0.62775172,0.00115946,0.70735139,0.34080011,,,,,0.29149067,0.04115510
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,3m,0.10139093,0.52082799,0.10130489,0.52083826,33130.07984790,28000.00000000,5130.07984790,0.18321714,0.07685576,0.08490599,0.44062117,0.22671930,0.61566004,0.29528846,-0.26027348,161,2021,0.25684039,2022,-0.15352081,87288.90171228,35.78551810,0.72255419,0.00127805,0.65862398,0.19866916,,,,,0.33941735,0.06814439
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,3m+1,0.09555470,0.52473890,0.09550049,0.52474390,35314.39947649,28000.00000000,7314.39947649,0.26122855,0.10456155,0.11810021,0.61627177,0.19126363,0.87388933,0.51091102,-0.20465706,653,2021,0.28365205,2022,-0.11953976,58205.08771952,24.71573858,0.46574135,0.00088270,0.68989845,0.34126735,,,,,0.30840943,0.04073796
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m+2,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,QQQ<SMA200,3m+2,0.08719919,0.29015818,0.08714349,0.29016301,37740.42548520,28000.00000000,9740.42548520,0.34787234,0.14539498,0.15323711,0.86710402,0.17428064,1.24959199,0.81588519,-0.17820520,152,2021,0.26647081,2022,-0.07734207,75241.10936057,31.42090765,0.57094138,0.00112218,0.70644716,0.44352392,,,,,0.29196687,0.05229703
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 1w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,1w,0.00636420,0.11039265,0.00563206,0.10718877,37967.86340239,28000.00000000,9967.86340239,0.35599512,0.15400469,0.15644513,0.85210164,0.18938706,1.21702155,0.86752782,-0.17752133,162,2023,0.33217843,2022,-0.14584815,515824.81976804,173.34035539,3.86303765,0.00619073,0.48650309,0.14878064,0.16160203,0.04916456,,,0.35024389,0.12608475
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w,0.01953573,0.32390292,0.01870354,0.32188651,37009.45197454,28000.00000000,9009.45197454,0.32176614,0.13980076,0.14282957,0.77784482,0.19217252,1.11974746,0.72409275,-0.19307024,553,2023,0.32238154,2022,-0.15203198,314592.52226357,106.32665118,2.39154211,0.00379738,0.48354270,0.14927131,0.16069989,0.04932670,,,0.35385961,0.13811366
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2w+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2w+1,0.02171234,0.36142331,0.02074565,0.35609836,36351.08046619,28000.00000000,8351.08046619,0.29825287,0.12483193,0.13332558,0.70558901,0.19352442,0.99160853,0.64959787,-0.19216800,513,2023,0.34817470,2022,-0.17595519,315347.03307294,106.06692782,2.47099479,0.00378810,0.48502930,0.16204515,0.16114596,0.05338529,,,0.35177629,0.12580578
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,,0.00153888,0.00398983,0.00083337,0.00186447,36746.20437648,28000.00000000,8746.20437648,0.31236444,0.13643218,0.13904447,0.77024830,0.18959747,1.10545883,0.71615656,-0.19050608,167,2023,0.29364945,2022,-0.15281205,161489.42449252,54.20036860,1.23071100,0.00193573,0.48917836,0.14876676,0.16259779,0.04846232,,,0.34664435,0.13831898
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m,0.06059931,0.51439476,0.05924391,0.50791316,38433.11917130,28000.00000000,10433.11917130,0.37261140,0.15752295,0.16296393,0.79999120,0.21098674,1.13646389,0.75802850,-0.20780610,160,2021,0.35276835,2022,-0.16171475,95685.38134183,33.88250793,0.71440080,0.00121009,0.47150714,0.14917911,0.15683249,0.04835726,,,0.36924034,0.12667285
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 2m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,2m+1,0.04681517,0.29447536,0.04603756,0.29447987,34842.71021105,28000.00000000,6842.71021105,0.24438251,0.11235350,0.11106339,0.71681236,0.16855022,1.02879652,0.69164316,-0.16244431,533,2021,0.23767727,2022,-0.13364094,86769.44185974,29.34342094,0.67876637,0.00104798,0.50688462,0.25609330,0.16948429,0.08305086,,,0.32138141,0.13500779
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m,0.07719273,0.51991395,0.07518984,0.51065624,35991.50063041,28000.00000000,7991.50063041,0.28541074,0.12002929,0.12808124,0.60512185,0.23222363,0.85328175,0.47021063,-0.25526708,160,2023,0.32976974,2022,-0.18628824,89823.39584337,31.70807583,0.70745938,0.00113243,0.46183688,0.14917911,0.15456026,0.04835726,,,0.38035853,0.15643854
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+1,0.07640875,0.53003597,0.07521644,0.53004063,35234.94278413,28000.00000000,7234.94278413,0.25839081,0.11383717,0.11691973,0.67685102,0.18468605,0.96646343,0.53443055,-0.21300647,,2021,0.32726614,2022,-0.18555107,57899.90846881,20.75633030,0.45323787,0.00074130,0.49808426,0.25637831,0.16727408,0.08219675,,,0.33134043,0.09208956
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 rb 3m+2,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,,3m+2,0.06464520,0.29447536,0.06365085,0.29447987,37034.39886164,28000.00000000,9034.39886164,0.32265710,0.14464279,0.14318724,0.88677190,0.16856199,1.28768211,0.81418787,-0.17765284,553,2021,0.30133420,2022,-0.14585838,75912.97374960,26.79387200,0.57097461,0.00095692,0.51069996,0.33110885,0.16949223,0.11234271,,,0.31656424,0.13473387
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 1w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,1w,0.04678320,0.28396460,0.04623509,0.28396829,37610.46364454,28000.00000000,9610.46364454,0.34323084,0.15335394,0.15139761,0.86073647,0.18612249,1.22637279,0.86386201,-0.17752133,162,2021,0.24894350,2022,-0.06914004,430277.48101764,145.77781366,3.19378202,0.00520635,0.51806267,0.14878064,0.17211944,0.04916456,,,0.30829636,0.04186787
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w,0.05524459,0.32353215,0.05464375,0.32196787,36062.28534707,28000.00000000,8062.28534707,0.28793876,0.13054128,0.12911665,0.74395309,0.18918968,1.06294037,0.75850970,-0.17210232,161,2021,0.22563789,2022,-0.08008308,279441.14167941,95.60688207,2.12887746,0.00341453,0.51230642,0.14927131,0.17024759,0.04932670,,,0.31568426,0.04476269
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2w+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2w+1,0.06215937,0.36142331,0.06148853,0.35609836,37072.49830854,28000.00000000,9072.49830854,0.32401780,0.13878676,0.14373314,0.78084018,0.18976848,1.09794169,0.72769209,-0.19072183,160,2023,0.21356683,2022,-0.05011293,270715.32460857,92.00557980,2.06519772,0.00328591,0.51891113,0.16204515,0.17250415,0.05338529,,,0.30681079,0.04182095
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,,0.03892807,0.23213258,0.03831781,0.23213625,36451.19661008,28000.00000000,8451.19661008,0.30182845,0.13668389,0.13477894,0.77234106,0.18930692,1.10160316,0.71747782,-0.19050608,167,2021,0.26536130,2022,-0.07425334,144082.56360207,49.53286981,1.08632474,0.00176903,0.51743753,0.14876676,0.17196987,0.04846232,,,0.30902142,0.04114164
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m,0.08501857,0.51439476,0.08400304,0.50791316,37451.67913535,28000.00000000,9451.67913535,0.33755997,0.14602079,0.14914381,0.76003070,0.20813721,1.07567614,0.70267808,-0.20780610,160,2021,0.35276835,2022,-0.12402860,100112.18113195,35.73532022,0.75573610,0.00127626,0.49851177,0.14917911,0.16592379,0.04835726,,,0.33329570,0.05535506
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 2m+1,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,2m+1,0.07403619,0.29447536,0.07341860,0.29447987,36314.36039768,28000.00000000,8314.36039768,0.29694144,0.13560503,0.13279179,0.83531716,0.16967753,1.19362855,0.84112953,-0.16121777,153,2021,0.23767727,2022,-0.04282453,83956.03977267,29.66183533,0.63402559,0.00105935,0.53016554,0.25609330,0.17716801,0.08305086,,,0.29054746,0.04109162
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200 rb 3m,sens,sens_2020-11-09,2020-11-09,2023-11-08,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL75+DBMF25,QQQ<SMA200,3m,0.10232159,0.51991395,0.10069469,0.51065624,33237.36386441,28000.00000000,5237.36386441,0.18704871,0.08598991,0.08657360,0.47940751,0.22540691,0.67050635,0.33686250,-0.25526708,160,2021,0.27019393,2022,-0.15490992,88311.99947467,31.90024700,0.71593409,0.00113929,0.49253382,0.14917911,0.16499052,0.04835726,,,0.33937092,0.06960336
