label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.60000000,,0.00038253,0.00134982,0.00030683,0.00098568,70385.89249413,40000.00000000,30385.89249413,0.75964731,0.22181919,0.18541272,0.82720614,0.29558755,1.12850745,0.67588206,-0.32819215,,2019,0.58613311,2022,-0.29712311,403031.34119961,152.40428829,0.90085403,0.00381011,0.47749140,0.39901432,,,0.52209713,0.17390794
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.60000000,QQQ<SMA200,0.01771361,0.22450279,0.01764319,0.22450463,79453.93915121,40000.00000000,39453.93915121,0.98634848,0.25314156,0.22624041,0.92813238,0.28851331,1.27082328,0.83753596,-0.30224560,141,2019,0.51913643,2022,-0.20802930,336539.93429181,128.80634965,0.74457421,0.00322016,0.49482232,0.39901432,,,0.50475884,0.13499714
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.70000000,,0.00043722,0.00156696,0.00037356,0.00160256,71345.46471350,40000.00000000,31345.46471350,0.78363662,0.23165307,0.18995161,0.80139144,0.32798623,1.08450028,0.65085235,-0.35592262,,2019,0.63433486,2022,-0.32233958,574790.59767777,215.61863717,1.24267776,0.00539047,0.42285738,0.29846997,,,0.57666827,0.17399629
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.70000000,QQQ<SMA200,0.01773547,0.22448559,0.01767468,0.22448748,80553.16311559,40000.00000000,40553.16311559,1.01382908,0.26325563,0.23089993,0.88968529,0.32160877,1.20706833,0.82301369,-0.31986786,141,2019,0.56542363,2022,-0.23627839,508301.98863926,192.05515308,1.08786262,0.00480138,0.44022143,0.29846997,,,0.55932338,0.13501428
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.80000000,,0.00039171,0.00159285,0.00034577,0.00160256,73009.97199145,40000.00000000,33009.97199145,0.82524930,0.23978234,0.19769507,0.78739477,0.35334795,1.06411638,0.65620851,-0.36540572,,2019,0.65410632,2022,-0.32541259,747004.03829661,280.04395443,1.59068962,0.00700110,0.37865421,0.19846715,,,0.62090557,0.17396988
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.35000000,0.80000000,QQQ<SMA200,0.01770212,0.22428828,0.01766323,0.22429013,82395.65276760,40000.00000000,42395.65276760,1.05989132,0.27145186,0.23858344,0.86746973,0.34745386,1.17480919,0.84837864,-0.31996545,141,2019,0.58410765,2022,-0.23999191,679221.60439288,255.95654646,1.43203401,0.00639891,0.39596632,0.19846715,,,0.60358704,0.13521164
VT TQQQ/BTAL t40 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.50000000,,0.00048545,0.00139904,0.00038384,0.00145850,65161.54432674,40000.00000000,25161.54432674,0.62903861,0.19316659,0.15966516,0.78094333,0.27499440,1.07302131,0.58165444,-0.33209853,,2019,0.53992219,2022,-0.29929708,250393.63821021,96.27863785,0.58905742,0.00240697,0.52839804,0.49854150,,,0.47109559,0.19876249
VT TQQQ/BTAL t40 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.50000000,QQQ<SMA200,0.01837147,0.25073574,0.01827430,0.25073781,73712.80070711,40000.00000000,33712.80070711,0.84282002,0.22479993,0.20091673,0.89916076,0.26493570,1.24285226,0.77388782,-0.29048129,138,2019,0.47471408,2022,-0.21114062,184377.49414568,72.62918296,0.42813130,0.00181573,0.54637246,0.49854150,,,0.45314888,0.16012135
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.60000000,,0.00041717,0.00134982,0.00032734,0.00098568,70226.74270335,40000.00000000,30226.74270335,0.75566857,0.22210984,0.18465449,0.80072139,0.31187119,1.09321693,0.59956004,-0.37045471,,2019,0.61904624,2022,-0.33612086,359337.32863239,136.02577049,0.78133794,0.00340064,0.45732292,0.39901432,,,0.54223371,0.19874548
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.60000000,QQQ<SMA200,0.01977320,0.25008310,0.01969366,0.25008498,80798.85961809,40000.00000000,40798.85961809,1.01997149,0.25863449,0.23193360,0.91459174,0.30191885,1.25498857,0.80471744,-0.32139790,140,2019,0.54351881,2022,-0.23886699,278946.09235945,107.25581791,0.59859100,0.00268140,0.47671843,0.39901432,,,0.52284914,0.16077418
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.70000000,,0.00037965,0.00135917,0.00030294,0.00103679,73974.91640862,40000.00000000,33974.91640862,0.84937291,0.24414771,0.20211111,0.80538419,0.34688948,1.09247562,0.61792272,-0.39511042,,2019,0.68517123,2022,-0.35975151,506101.25921500,190.26466221,1.04210007,0.00475662,0.39454884,0.29896321,,,0.60503900,0.19885186
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.70000000,QQQ<SMA200,0.01968312,0.24969926,0.01960678,0.24970099,85112.94579470,40000.00000000,45112.94579470,1.12782364,0.28128569,0.24963836,0.90465378,0.33799084,1.23153700,0.80199888,-0.35073077,141,2019,0.60678959,2022,-0.26631891,422153.44985003,160.15019376,0.85770044,0.00400375,0.41387496,0.29896321,,,0.58573221,0.16115818
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.80000000,,0.00039427,0.00160761,0.00033380,0.00141478,74385.18505739,40000.00000000,34385.18505739,0.85962963,0.25106444,0.20397291,0.78178982,0.38044364,1.05436364,0.59278026,-0.42353711,,2019,0.72965931,2022,-0.38348685,714543.10183076,267.07775300,1.43039634,0.00667694,0.34050991,0.19899616,,,0.65905403,0.19877197
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,BTAL,0.40000000,0.80000000,QQQ<SMA200,0.01968568,0.24977740,0.01962465,0.24977918,85583.45799794,40000.00000000,45583.45799794,1.13958645,0.28837677,0.25152039,0.86961540,0.37232745,1.17591610,0.78907849,-0.36546018,142,2019,0.64933306,2022,-0.29336437,631147.36022049,237.15436376,1.24699508,0.00592886,0.35987637,0.19899616,,,0.63970799,0.16107998
VT TQQQ/cash t25 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.50000000,,0.00015312,0.00036157,0.00015729,0.00036280,63575.32627655,40000.00000000,23575.32627655,0.58938316,0.18373753,0.15147362,0.81253272,0.24494324,1.08693455,0.55843032,-0.32902500,,2019,0.46677891,2022,-0.29137792,180896.29065069,27.13444360,0.44007739,0.00067836,,,,,0.41184043,0.12416453
VT TQQQ/cash t25 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.50000000,QQQ<SMA200,0.01282473,0.15617347,0.01282910,0.15617347,68191.81755695,40000.00000000,28191.81755695,0.70479544,0.20128445,0.17481920,0.88950793,0.23856473,1.19295951,0.73423257,-0.27414263,,2019,0.42761257,2022,-0.24057865,157272.27479554,23.59084122,0.38037324,0.00058977,,,,,0.39916862,0.10101535
VT TQQQ/cash t25 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.60000000,,0.00015494,0.00042215,0.00016233,0.00043075,66015.29734096,40000.00000000,26015.29734096,0.65038243,0.19679247,0.16399878,0.80844444,0.26675038,1.08245977,0.58552985,-0.33609298,,2019,0.50264687,2022,-0.29320344,252503.87303858,37.87558096,0.59725170,0.00094689,,,,,0.45423031,0.12429987
VT TQQQ/cash t25 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.60000000,QQQ<SMA200,0.01280363,0.15614052,0.01281006,0.15614052,70789.34757382,40000.00000000,30789.34757382,0.76973369,0.21444267,0.18732792,0.87673961,0.26092841,1.17642929,0.76021905,-0.28208011,,2019,0.46241513,2022,-0.24280712,228258.88907140,34.23883336,0.53678679,0.00085597,,,,,0.44158258,0.10122095
VT TQQQ/cash t25 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.70000000,,0.00015631,0.00034960,0.00016661,0.00035048,66690.25718197,40000.00000000,26690.25718197,0.66725643,0.20122358,0.16738873,0.78775514,0.28490022,1.05512312,0.59037473,-0.34084044,,2019,0.51430372,2022,-0.29331892,343691.61947038,51.55374292,0.80618362,0.00128884,,,,,0.48472021,0.12425038
VT TQQQ/cash t25 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.70000000,QQQ<SMA200,0.01281273,0.15618589,0.01282201,0.15618589,71544.79201740,40000.00000000,31544.79201740,0.78861980,0.21905359,0.19088749,0.85039455,0.27944086,1.14119757,0.76343547,-0.28693138,,2019,0.47379054,2022,-0.24263371,319314.60445173,47.89719067,0.74460106,0.00119743,,,,,0.47206481,0.10111965
VT TQQQ/cash t25 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.80000000,,0.00014766,0.00032071,0.00015829,0.00032866,67877.77373335,40000.00000000,27877.77373335,0.69694434,0.20747855,0.17327759,0.78215427,0.29888509,1.04938844,0.60869235,-0.34085946,,2019,0.50879093,2022,-0.29333656,410067.73007350,61.51015951,0.95370908,0.00153775,,,,,0.50695332,0.12418283
VT TQQQ/cash t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.25000000,0.80000000,QQQ<SMA200,0.01279683,0.15611779,0.01280746,0.15611779,72826.40003788,40000.00000000,32826.40003788,0.82066000,0.22543051,0.19684898,0.84104642,0.29368304,1.13043034,0.77672326,-0.29023273,471,2019,0.46842272,2022,-0.24274963,385417.97712798,57.81269657,0.89102488,0.00144532,,,,,0.49430414,0.10124158
VT TQQQ/cash t30 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.50000000,,0.00017379,0.00036171,0.00017860,0.00036287,65051.17255883,40000.00000000,25051.17255883,0.62627931,0.19196916,0.15910112,0.79721808,0.26470634,1.07070282,0.53027196,-0.36202020,,2019,0.50073128,2022,-0.32410959,158400.69431791,23.76010415,0.37168711,0.00059400,,,,,0.43889427,0.14906625
VT TQQQ/cash t30 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.50000000,QQQ<SMA200,0.01502020,0.18615621,0.01502398,0.18615621,70846.24936817,40000.00000000,30846.24936817,0.77115623,0.21363482,0.18759723,0.88538438,0.25619574,1.19329641,0.71427080,-0.29909500,,2019,0.45429752,2022,-0.26559738,128308.76875589,19.24631531,0.29863388,0.00048116,,,,,0.42404889,0.12561898
VT TQQQ/cash t30 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.60000000,,0.00013983,0.00033322,0.00014554,0.00033504,67498.20416828,40000.00000000,27498.20416828,0.68745510,0.20907454,0.17140561,0.79314774,0.29488480,1.06116878,0.54176310,-0.38591506,,2019,0.56458270,2022,-0.34416037,237346.19187781,35.60192878,0.53089585,0.00089005,,,,,0.49425172,0.14903676
VT TQQQ/cash t30 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.60000000,QQQ<SMA200,0.01499501,0.18574006,0.01500016,0.18574006,73482.66938084,40000.00000000,33482.66938084,0.83706673,0.23090848,0.19986492,0.86881642,0.28725446,1.16532408,0.70945387,-0.32547357,,2019,0.51610912,2022,-0.28752587,206392.93895784,30.95894084,0.45799963,0.00077397,,,,,0.47939710,0.12582495
VT TQQQ/cash t30 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.70000000,,0.00012570,0.00033208,0.00013284,0.00034171,70210.60865347,40000.00000000,30210.60865347,0.75526522,0.22250581,0.18457753,0.79382574,0.31736835,1.06315107,0.56632735,-0.39289257,,2019,0.60258485,2022,-0.34648107,322235.03021507,48.33525453,0.70000225,0.00120838,,,,,0.53778098,0.14908562
VT TQQQ/cash t30 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.70000000,QQQ<SMA200,0.01494852,0.18591554,0.01495604,0.18591554,76457.35293312,40000.00000000,36457.35293312,0.91143382,0.24464217,0.21323681,0.86260785,0.31030737,1.15782292,0.73440746,-0.33311504,,2019,0.55296145,2022,-0.28999771,290262.22170831,43.53933326,0.62547579,0.00108848,,,,,0.52295778,0.12606312
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,,0.00013522,0.00031608,0.00014519,0.00033095,70727.25974691,40000.00000000,30727.25974691,0.76818149,0.22605117,0.18703383,0.77593546,0.33672827,1.03938379,0.56860447,-0.39755434,,2019,0.61771129,2022,-0.34643346,418939.05354691,62.84085803,0.90343008,0.00157102,,,,,0.57056426,0.14907320
VT TQQQ/cash t30 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.30000000,0.80000000,QQQ<SMA200,0.01497532,0.18599365,0.01498470,0.18599365,77022.67082123,40000.00000000,37022.67082123,0.92556677,0.24826311,0.21572475,0.83929410,0.33006551,1.12646032,0.73399869,-0.33823373,,2019,0.56770037,2022,-0.28995105,387091.86672502,58.06378001,0.82800740,0.00145159,,,,,0.55572476,0.12603701
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,,0.00015314,0.00040760,0.00015678,0.00040769,64123.97774377,40000.00000000,24123.97774377,0.60309944,0.18899194,0.15432795,0.75666936,0.28180176,1.01752594,0.47914651,-0.39443454,,2019,0.52570109,2022,-0.35603762,136571.80456028,20.48577068,0.31506366,0.00051214,,,,,0.45740225,0.17395398
VT TQQQ/cash t35 w0-50 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.50000000,QQQ<SMA200,0.01710501,0.21614029,0.01710823,0.21614029,70883.22159122,40000.00000000,30883.22159122,0.77208054,0.21455002,0.18777211,0.85460889,0.27085536,1.15420010,0.66113814,-0.32451618,,2019,0.47220054,2022,-0.29071453,100608.83225023,15.09132484,0.22970560,0.00037728,,,,,0.44045081,0.15199900
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,,0.00013114,0.00033400,0.00013666,0.00034709,69172.93028383,40000.00000000,29172.93028383,0.72932326,0.21792288,0.17959405,0.78540009,0.31493224,1.05446778,0.52268902,-0.41692646,,2019,0.60203044,2022,-0.37524303,206975.43486183,31.04631523,0.44559569,0.00077616,,,,,0.52212254,0.17389174
VT TQQQ/cash t35 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.60000000,QQQ<SMA200,0.01707562,0.21553964,0.01708045,0.21553964,76472.51445596,40000.00000000,36472.51445596,0.91181286,0.24405972,0.21330375,0.87019026,0.30517393,1.17211050,0.69807258,-0.34961940,,2019,0.54599976,2022,-0.31187621,168359.30543583,25.25389582,0.35868203,0.00063135,,,,,0.50517874,0.15236700
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,,0.00014258,0.00036623,0.00014837,0.00036997,71192.44669607,40000.00000000,31192.44669607,0.77981117,0.23212849,0.18923155,0.77959950,0.34529959,1.04351370,0.52856903,-0.43916400,,2019,0.66520130,2022,-0.39429724,302347.28727660,45.35209309,0.62359119,0.00113380,,,,,0.57664843,0.17395514
VT TQQQ/cash t35 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.70000000,QQQ<SMA200,0.01703594,0.21505942,0.01704154,0.21505942,78708.95044834,40000.00000000,38708.95044834,0.96772376,0.25855272,0.22304937,0.85421535,0.33645606,1.14622330,0.69038985,-0.37450249,,2019,0.60734237,2022,-0.33294121,263391.21923825,39.50868289,0.53757928,0.00098772,,,,,0.55975527,0.15243934
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,,0.00012480,0.00028717,0.00013278,0.00028814,74051.24211230,40000.00000000,34051.24211230,0.85128105,0.24547420,0.20245818,0.78273856,0.36843529,1.04880938,0.55067375,-0.44577065,,2019,0.70558433,2022,-0.39677402,400931.73508219,60.13976026,0.80283376,0.00150349,,,,,0.62092023,0.17390789
VT TQQQ/cash t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,,0.35000000,0.80000000,QQQ<SMA200,0.01700404,0.21512993,0.01700952,0.21512993,81860.30277002,40000.00000000,41860.30277002,1.04650757,0.27213213,0.23636697,0.85117911,0.36015626,1.14303168,0.71233093,-0.38203049,,2019,0.64622487,2022,-0.33583086,360758.87428539,54.11383114,0.71481637,0.00135285,,,,,0.60404349,0.15277881
