label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,params.canary.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.BIL.avg,exposure.BIL.min,exposure.BND.avg,exposure.BND.min,exposure.DBC.avg,exposure.DBC.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.QQQ.avg,exposure.QQQ.min,exposure.SPY.avg,exposure.SPY.min,exposure.TIP.avg,exposure.TIP.min,exposure.TLT.avg,exposure.TLT.min,exposure.VEA.avg,exposure.VEA.min,exposure.VWO.avg,exposure.VWO.min
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-07-06,2015-07-06,2020-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00330114,0.01177873,0.00234310,0.00719894,60556.97253009,40000.00000000,20556.97253009,0.51392431,0.12147921,0.13527586,1.23711960,0.09644244,1.75341449,0.97785162,-0.12423071,115,2019,0.16359136,2015,-0.00727980,1747089.30828979,229.26653122,5.68550687,0.00573166,0.04340045,0.00000000,0.20698463,0.00000000,0.06541929,0.00000000,0.08190268,0.00000000,0.10321522,0.00000000,0.06525802,0.00000000,0.21262033,0.00000000,,,0.02710728,0.00000000,0.09246376,0.00000000,0.01637705,0.00000000,0.08188543,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-07-06,2015-07-06,2020-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00331763,0.01177873,0.00228261,0.00719894,54687.75670539,40000.00000000,14687.75670539,0.36719392,0.09683938,0.10169979,0.94539010,0.10345340,1.28852676,0.47087570,-0.20565806,,2019,0.16336731,2015,-0.00727980,1580498.32432595,202.95925086,5.23933880,0.00507398,0.04881354,0.00000000,0.20708350,0.00000000,0.00000000,0.00000000,0.07645104,0.00000000,0.11945075,0.00000000,0.07619535,0.00000000,0.24528344,0.00000000,,,0.02714241,0.00000000,0.09790670,0.00000000,0.01638664,0.00000000,0.08191176,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-07-06,2015-07-06,2020-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00376899,0.01740074,0.00239570,0.00719894,60744.05858584,40000.00000000,20744.05858584,0.51860146,0.12134466,0.13629584,1.20478479,0.09914996,1.71456818,0.97724632,-0.12416999,115,2017,0.17394216,2015,-0.01201817,1776403.53869019,231.50089249,5.78285253,0.00578752,0.05424798,0.00000000,0.16901724,0.00000000,0.04912923,0.00000000,0.08188132,0.00000000,0.10837754,0.00000000,0.06525225,0.00000000,0.26166165,0.00000000,,,0.02712154,0.00000000,0.11400238,0.00000000,0.00000000,0.00000000,0.06547546,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2015-07-06,2015-07-06,2020-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00394252,0.01740074,0.00245350,0.00719894,56242.75509339,40000.00000000,16242.75509339,0.40606888,0.10724704,0.11090911,1.02563203,0.10469398,1.40800133,0.52245948,-0.20527342,,2019,0.17661769,2015,-0.01201817,1591884.56486579,204.44904730,5.15781018,0.00511123,0.05425363,0.00000000,0.16908456,0.00000000,0.00000000,0.00000000,0.07644270,0.00000000,0.12460858,0.00000000,0.07607988,0.00000000,0.27802538,0.00000000,,,0.02722145,0.00000000,0.12478767,0.00000000,0.00000000,0.00000000,0.06549879,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2015-07-06,2015-07-06,2020-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00551526,0.01508346,0.00319036,0.00887061,51622.40163951,40000.00000000,11622.40163951,0.29056004,0.07371735,0.08280769,0.56162420,0.14568814,0.74954732,0.30636309,-0.24062086,,2017,0.22524016,2018,-0.07629489,55257.43063229,8.36887471,0.19350445,0.00020922,,,,,0.24868562,0.24442312,,,,,,,0.24706704,0.24112939,,,,,,,0.24936958,0.24807936,0.24935917,0.24726608
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2015-07-06,2015-07-06,2020-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00334009,0.00895699,0.00336813,0.00895775,57449.21798606,40000.00000000,17449.21798606,0.43623045,0.11316933,0.11789281,1.06396800,0.10608948,1.41795932,0.84294924,-0.13425403,107,2019,0.15357205,2015,-0.00038555,1247212.26470644,107.54986202,4.03805370,0.00268875,,,0.18011013,0.00000000,,,,,0.19623066,0.00000000,,,,,0.62029108,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2015-07-06,2015-07-06,2020-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00415058,0.01469591,0.00415184,0.01469694,55750.26941665,40000.00000000,15750.26941665,0.39375674,0.10444333,0.10801829,0.61870231,0.18987379,0.84786384,0.30942092,-0.33754451,,2019,0.30794819,2018,-0.04791782,39865.36701110,2.79057569,0.12904449,0.00006976,,,,,,,,,,,,,,,0.99584816,0.98530306,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00278189,0.01150871,0.00201601,0.00566091,65739.04280602,39500.00000000,26239.04280602,0.66427956,0.15304754,0.16509880,1.26099111,0.11853422,1.75402514,1.21521130,-0.12594315,,2020,0.27380265,2018,0.08211169,1724915.57854890,226.17030865,5.33509891,0.00572583,0.02767411,0.00000000,0.16629605,0.00000000,0.06655678,0.00000000,0.08325595,0.00000000,0.08296785,0.00000000,0.07181112,0.00000000,0.28263260,0.00000000,,,0.03316104,0.00000000,0.08287537,0.00000000,0.01664910,0.00000000,0.08327366,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00341631,0.01193799,0.00235872,0.00649860,65226.73472425,39500.00000000,25726.73472425,0.65130974,0.14824519,0.16251274,1.14517097,0.12788816,1.58451355,0.72268353,-0.20513154,181,2020,0.26369314,2018,0.08214989,1336007.00403026,172.66608918,4.25275011,0.00437129,0.03315819,0.00000000,0.16632727,0.00000000,0.00000000,0.00000000,0.07771872,0.00000000,0.09391197,0.00000000,0.07724107,0.00000000,0.33242998,0.00000000,,,0.02763437,0.00000000,0.08826545,0.00000000,0.01665573,0.00000000,0.08318821,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00338855,0.01484367,0.00230554,0.00645613,66115.33489617,39500.00000000,26615.33489617,0.67380595,0.15371843,0.16698665,1.25102206,0.12009131,1.74785989,1.21917388,-0.12608409,,2020,0.27669993,2018,0.07963205,1773038.69677111,230.48172393,5.47645143,0.00583498,0.03860164,0.00000000,0.14407692,0.00000000,0.04992202,0.00000000,0.08327637,0.00000000,0.08281542,0.00000000,0.07184166,0.00000000,0.33252706,0.00000000,,,0.03313912,0.00000000,0.09376220,0.00000000,0.00000000,0.00000000,0.06658332,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00371035,0.01384785,0.00244556,0.00604101,66807.81687233,39500.00000000,27307.81687233,0.69133714,0.15906253,0.17043551,1.21420990,0.12839436,1.68874375,0.77362407,-0.20560701,181,2020,0.26301087,2018,0.07957026,1366751.42498440,176.06199240,4.25236208,0.00445727,0.03308558,0.00000000,0.14412360,0.00000000,0.00000000,0.00000000,0.07772678,0.00000000,0.09929994,0.00000000,0.07729273,0.00000000,0.36563232,0.00000000,,,0.02761581,0.00000000,0.10482982,0.00000000,0.00000000,0.00000000,0.06663120,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00516056,0.01169634,0.00283139,0.00758262,59232.24241375,39500.00000000,19732.24241375,0.49955044,0.12253271,0.13079607,0.87697171,0.14367330,1.17985216,0.51067335,-0.23994342,145,2017,0.22520383,2018,-0.07673249,55842.96668269,8.45817907,0.18526624,0.00021413,,,,,0.24875471,0.24526676,,,,,,,0.24740467,0.24241738,,,,,,,0.24935763,0.24827812,0.24931917,0.24804075
ROT SPY top1 1-3-6-12U can TIP/1 fb best(BIL+IEF),sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00356537,0.01246632,0.00359215,0.01254877,65832.16810451,39500.00000000,26332.16810451,0.66663717,0.15489399,0.16556692,1.29036869,0.11694201,1.74469430,1.15531489,-0.13407080,107,2020,0.24472138,2018,0.11250651,1082866.95599304,93.06831311,3.37967935,0.00235616,,,0.16648231,0.00000000,,,,,0.11637350,0.00000000,,,,,0.71355205,0.00000000,,,,,,,,
SPY benchmark,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00438019,0.01116430,0.00438144,0.01116527,64313.55190754,39500.00000000,24813.55190754,0.62819119,0.15077401,0.15785704,0.84098770,0.18818934,1.15589326,0.44653035,-0.33765679,173,2019,0.30809701,2018,-0.04781253,39443.59218216,2.76105145,0.12267662,0.00006990,,,,,,,,,,,,,,,0.99561856,0.98883473,,,,,,,,
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,13612W,0.00321834,0.02124010,0.00244604,0.00928278,67441.10915586,40000.00000000,27441.10915586,0.68602773,0.15579446,0.17105565,1.24810477,0.12200027,1.72897918,1.23813677,-0.12582976,239,2020,0.27361523,2016,0.02809473,1699329.94271381,228.48096357,5.19040127,0.00571202,0.01632526,0.00000000,0.16894124,0.00000000,0.03276108,0.00000000,0.10918504,0.00000000,0.06529093,0.00000000,0.07061185,0.00000000,0.31048797,0.00000000,,,0.05979287,0.00000000,0.06509046,0.00000000,0.01638573,0.00000000,0.08184570,0.00000000
ROT QQQ+VWO+VEA+BND top1 gap13M all can SPY+VEA+VWO+BND/1@1-3-6-12U fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,gap13M,1-3-6-12U,0.00313106,0.02124010,0.00229670,0.00928278,66349.50189331,40000.00000000,26349.50189331,0.65873755,0.14862808,0.16561499,1.11028562,0.13278381,1.52758311,0.72354091,-0.20541766,181,2020,0.26302910,2016,0.02809473,1385831.13577765,189.82307696,4.33979012,0.00474558,0.02174213,0.00000000,0.16893120,0.00000000,0.00000000,0.00000000,0.10372266,0.00000000,0.06523376,0.00000000,0.06517844,0.00000000,0.34329839,0.00000000,,,0.05437577,0.00000000,0.05971684,0.00000000,0.01638573,0.00000000,0.09822797,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1@13612W fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,13612W,0.00333359,0.02124010,0.00255458,0.00928278,68167.13108141,40000.00000000,28167.13108141,0.70417828,0.15847842,0.17462989,1.26555025,0.12216713,1.76025028,1.25607383,-0.12616967,237,2020,0.27644724,2016,0.01007544,1830389.39006591,243.81972660,5.55174096,0.00609549,0.02177860,0.00000000,0.15801524,0.00000000,0.03275065,0.00000000,0.10920703,0.00000000,0.05980572,0.00000000,0.07607462,0.00000000,0.34305498,0.00000000,,,0.05984600,0.00000000,0.07056716,0.00000000,0.00000000,0.00000000,0.06550035,0.00000000
ROT QQQ+VWO+VEA+BND top1 1-3-6-12U all can SPY+VEA+VWO+BND/1 fb best3(TIP+DBC+BIL+IEF+TLT+LQD+AGG>BIL),sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,1-3-6-12U,0.00348714,0.02124010,0.00269108,0.00928278,66380.78990334,40000.00000000,26380.78990334,0.65951975,0.14945803,0.16577207,1.11310088,0.13313965,1.53510202,0.72694603,-0.20559714,181,2020,0.26296487,2016,0.01007544,1377080.76185425,179.00210916,4.27151660,0.00447505,0.01634005,0.00000000,0.15787411,0.00000000,0.00000000,0.00000000,0.10373577,0.00000000,0.06526323,0.00000000,0.07065732,0.00000000,0.39225703,0.00000000,,,0.05433296,0.00000000,0.07051717,0.00000000,0.00000000,0.00000000,0.06548041,0.00000000
QQQ25/VWO25/VEA25/BND25,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""EWJ"": 2, ""GLD"": 1, ""HYG"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VGK"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00597930,0.01613578,0.00343190,0.00781401,61301.56787687,40000.00000000,21301.56787687,0.53253920,0.13264151,0.13933871,0.95651338,0.14064821,1.28903065,0.55167996,-0.24043200,145,2017,0.22493253,2018,-0.07630331,56326.51220479,8.52950987,0.18272566,0.00021324,,,,,0.24852957,0.24417408,,,,,,,0.24680299,0.24218599,,,,,,,0.24936321,0.24768959,0.24932172,0.24829501
