label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.assets,params.filter,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EFA.avg,exposure.EFA.min,exposure.SPY.avg,exposure.SPY.min,exposure.VEU.avg,exposure.VEU.min
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2009-01-02,2009-01-02,2013-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00143885,0.00458917,0.00145368,0.00462401,62412.00359770,39500.00000000,22912.00359770,0.58005072,0.13203080,0.14793709,0.70589885,0.20597971,1.00616147,0.48844164,-0.27031029,122,2013,0.28459630,2011,-0.00277893,404183.78315912,52.86879855,1.30207880,0.00133845,0.00000000,0.00000000,,,0.78202133,0.00000000,0.21652499,0.00000000
SPY benchmark,sens,sens_2009-01-02,2009-01-02,2013-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00158341,0.00479891,0.00158465,0.00479993,68573.27971424,39500.00000000,29073.27971424,0.73603240,0.16796252,0.17904608,0.90892720,0.19117840,1.30057372,0.62136934,-0.27031029,122,2013,0.31879115,2011,0.01591086,39502.43616034,2.76517053,0.11713084,0.00007000,,,,,0.99841535,0.99520007,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00187809,0.00532044,0.00189591,0.00532250,60578.43959756,40000.00000000,20578.43959756,0.51446099,0.11812012,0.13540101,0.74584012,0.16914570,1.05137189,0.56364731,-0.20956389,273,2013,0.28451126,2011,-0.00266582,459468.85205431,54.74056231,1.52979084,0.00136851,0.08170074,0.00000000,,,0.73624975,0.00000000,0.18015361,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00186453,0.00493247,0.00188239,0.00493335,59913.06029051,40000.00000000,19913.06029051,0.49782651,0.11053822,0.13175156,0.69205362,0.17353019,0.97286776,0.52691879,-0.20978227,273,2013,0.28450676,2011,-0.00270828,451759.19283092,53.84291321,1.52683361,0.00134607,0.06538130,0.00000000,,,0.73620602,0.00000000,0.19653030,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00188740,0.00532044,0.00190567,0.00532250,55975.59288390,40000.00000000,15975.59288390,0.39938982,0.09832054,0.10935551,0.65047130,0.16551956,0.90113919,0.48674697,-0.20199518,301,2013,0.16589618,2011,0.00319977,801872.65349334,68.49360657,2.74209235,0.00171234,0.08170766,0.00000000,0.22926143,0.00000000,0.68712525,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00188740,0.00532044,0.00190567,0.00532250,55975.59288390,40000.00000000,15975.59288390,0.39938982,0.09832054,0.10935551,0.65047130,0.16551956,0.90113919,0.48674697,-0.20199518,301,2013,0.16589618,2011,0.00319977,801872.65349334,68.49360657,2.74209235,0.00171234,0.08170766,0.00000000,0.22926143,0.00000000,0.68712525,0.00000000,,
SPY60/AGG40,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00356827,0.01115548,0.00239249,0.00632081,58313.25667138,40000.00000000,18313.25667138,0.45783142,0.12704288,0.12282137,1.33287881,0.09313540,1.91200542,1.28586450,-0.09879958,173,2013,0.17101949,2011,0.04110876,46666.93711747,4.01183697,0.14864015,0.00010030,0.39844908,0.39516405,,,0.59798102,0.59367919,,
EW SPY/VEU/AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00386857,0.00984406,0.00238507,0.00588872,55548.58134431,40000.00000000,15548.58134431,0.38871453,0.11161684,0.10683947,0.95555893,0.11824110,1.35732383,0.76997771,-0.14496114,332,2009,0.15067538,2011,-0.01908586,50361.99522368,6.31078722,0.16617725,0.00015777,0.33189021,0.32744462,,,0.33142946,0.32745378,0.33280922,0.33191050
ROT SPY top1 12M@SPY>BIL fb AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00180720,0.00532044,0.00181279,0.00532250,65757.69219979,40000.00000000,25757.69219979,0.64394230,0.15540594,0.16260940,1.01649976,0.15404536,1.43949683,0.83156373,-0.18688398,280,2013,0.31887511,2011,0.01593840,196682.07198940,16.47632242,0.60252563,0.00041191,0.08171122,0.00000000,,,0.91647599,0.00000000,,
ROT SPY+VEU top1 12M all fb AGG,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00160033,0.00417381,0.00161493,0.00417524,64111.53962190,40000.00000000,24111.53962190,0.60278849,0.14727809,0.15418167,0.85518115,0.17987159,1.21079598,0.70231823,-0.20970279,273,2013,0.28469866,2011,-0.00315458,352839.17843554,45.89622508,1.10865334,0.00114741,0.00000000,0.00000000,,,0.78547231,0.00000000,0.21291276,0.00000000
SPY benchmark,sens,sens_2009-07-01,2009-07-01,2014-07-01,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,,0.00166426,0.00612705,0.00166545,0.00612837,69611.78483286,40000.00000000,29611.78483286,0.74029462,0.18368799,0.18161020,1.11963900,0.16272842,1.59137046,0.98274294,-0.18691357,280,2013,0.31868676,2011,0.01593166,39968.03407371,2.79776239,0.11572562,0.00006994,,,,,0.99833455,0.99387163,,
ROT SPY+VEU top1 12M@SPY>BIL fb AGG,sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,@SPY>BIL,0.00173914,0.00476936,0.00175557,0.00477052,58879.18371898,39500.00000000,19379.18371898,0.49061225,0.10157730,0.12889551,0.65765471,0.16883684,0.92146597,0.48457260,-0.20962247,273,2013,0.28459794,2011,-0.00324082,367365.78544672,43.73532358,1.23277355,0.00110722,0.01661347,0.00000000,,,0.83177303,0.00000000,0.14985794,0.00000000
ROT SPY+VEU top1 12M>BIL fb AGG,sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+VEU,>BIL,0.00173914,0.00476936,0.00175557,0.00477052,58879.18371898,39500.00000000,19379.18371898,0.49061225,0.10157730,0.12889551,0.65765471,0.16883684,0.92146597,0.48457260,-0.20962247,273,2013,0.28459794,2011,-0.00324082,367365.78544672,43.73532358,1.23277355,0.00110722,0.01661347,0.00000000,,,0.83177303,0.00000000,0.14985794,0.00000000
ROT SPY+EFA top1 12M@SPY>BIL fb AGG,sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,@SPY>BIL,0.00227417,0.00706534,0.00229108,0.00714779,54978.86891446,39500.00000000,15478.86891446,0.39187010,0.08646339,0.10650582,0.58463139,0.16530151,0.80665627,0.42828151,-0.20188448,301,2013,0.16612045,2011,0.00323847,670261.53682667,56.86461728,2.31652927,0.00143961,0.01666210,0.00000000,0.19980075,0.00000000,0.78124607,0.00000000,,
ROT SPY+EFA top1 12M>BIL fb AGG,sens,sens_2010-01-04,2010-01-04,2014-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,SPY+EFA,>BIL,0.00227417,0.00706534,0.00229108,0.00714779,54978.86891446,39500.00000000,15478.86891446,0.39187010,0.08646339,0.10650582,0.58463139,0.16530151,0.80665627,0.42828151,-0.20188448,301,2013,0.16612045,2011,0.00323847,670261.53682667,56.86461728,2.31652927,0.00143961,0.01666210,0.00000000,0.19980075,0.00000000,0.78124607,0.00000000,,
