label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.vol.lam,params.sigma_target,params.w_max,params.gate,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.35000000,0.80000000,QQQ<SMA200,0.01756032,0.37266678,0.01758295,0.37266715,1252857.87687475,97500.00000000,1155357.87687475,11.84982438,0.29460597,0.28103044,0.96970619,0.32033885,1.34558845,0.83934386,-0.35099556,606,2013,0.93817339,2022,-0.28311719,14007211.32590341,5257.18397346,1.42411136,0.05391984,0.35106659,0.19904924,,,0.64875832,0.10556916
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.60000000,,0.00014894,0.00125146,0.00015375,0.00129278,1104771.69393979,97500.00000000,1007271.69393979,10.33099173,0.27780784,0.26769220,1.02644616,0.27702691,1.44661715,0.63851395,-0.43508500,567,2023,0.89001150,2022,-0.39565834,6279110.24973824,2359.26654879,0.68427434,0.02419761,0.43485632,0.39885787,,,0.56497407,0.19888592
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.60000000,QQQ<SMA200,0.01898677,0.42028224,0.01898840,0.42028267,1034769.41358651,97500.00000000,937269.41358651,9.61301963,0.26964303,0.26075828,1.03860269,0.26427727,1.45921244,0.78932107,-0.34161387,563,2013,0.62241144,2022,-0.28776938,4899506.42825829,1844.39808019,0.56997993,0.01891690,0.45372887,0.39885787,,,0.54611488,0.12627312
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.70000000,,0.00013647,0.00135660,0.00014744,0.00133799,1514558.60522153,97500.00000000,1417058.60522153,14.53393441,0.31338459,0.30119253,1.02599626,0.31511436,1.43942855,0.68536218,-0.45725399,605,2023,0.98323403,2022,-0.41722213,10449018.91422827,3922.63734223,0.90503517,0.04023218,0.36099930,0.29866201,,,0.63883846,0.19887753
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.70000000,QQQ<SMA200,0.01953081,0.41992666,0.01954074,0.41992702,1391530.57983374,97500.00000000,1294030.57983374,13.27210851,0.30315212,0.29217993,1.02718223,0.30367412,1.43621807,0.81200704,-0.37333681,601,2013,0.79173349,2022,-0.31341832,8410451.48887129,3160.83328638,0.79239471,0.03241880,0.38039613,0.29866201,,,0.61944250,0.12662876
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.80000000,,0.00014253,0.00130522,0.00016176,0.00128698,1784358.72851831,97500.00000000,1686858.72851831,17.30111516,0.33289660,0.31867624,0.99851330,0.35061269,1.39323614,0.68960228,-0.48273709,752,2023,0.99112783,2022,-0.43880245,16890034.71749900,6336.02283165,1.30377719,0.06498485,0.29799771,0.19871302,,,0.70182556,0.19887312
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.80000000,0.40000000,0.80000000,QQQ<SMA200,0.01949150,0.41973935,0.01951068,0.41973968,1632606.06609009,97500.00000000,1535106.06609009,15.74467760,0.32233790,0.30918929,0.99481836,0.34033240,1.38382948,0.79883801,-0.40350847,606,2013,0.95899775,2022,-0.33895767,14138156.81522713,5306.78680499,1.19182784,0.05442858,0.31738467,0.19871302,,,0.68245589,0.12681610
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.60000000,,0.00017889,0.00170356,0.00018917,0.00187676,598562.05098898,97500.00000000,501062.05098898,5.13909796,0.21479057,0.20281143,0.97306967,0.22712205,1.35643718,0.81918421,-0.26220057,513,2013,0.57738320,2022,-0.21918169,6438669.60608912,2417.72968430,1.06806863,0.02479723,0.51297615,0.39919820,,,0.48681375,0.11475598
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.60000000,QQQ<SMA200,0.01232013,0.26271464,0.01232986,0.26271523,552637.74858523,97500.00000000,455137.74858523,4.66807947,0.20574120,0.19434143,0.94851452,0.22446242,1.31937147,0.82503393,-0.24937301,355,2013,0.57741622,2022,-0.15253224,5634779.53123375,2119.08082213,1.00299863,0.02173416,0.52511440,0.39893626,,,0.47466895,0.07349946
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.70000000,,0.00016606,0.00170356,0.00018669,0.00187676,632694.77987165,97500.00000000,535194.77987165,5.48917723,0.22105920,0.20868984,0.93510976,0.24693709,1.29842314,0.83622935,-0.26435236,559,2017,0.65886936,2022,-0.21919924,8558529.16501433,3211.21507387,1.38669003,0.03293554,0.47848499,0.29902118,,,0.52130469,0.11475710
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.70000000,QQQ<SMA200,0.01222828,0.26268916,0.01224807,0.26268974,585018.79790170,97500.00000000,487518.79790170,5.00019280,0.21214980,0.20038423,0.91191271,0.24450995,1.26395959,0.84559784,-0.25088735,355,2017,0.65884678,2022,-0.15254185,7620592.00626106,2862.04598352,1.32297116,0.02935432,0.49055391,0.29902118,,,0.50923683,0.07352496
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.80000000,,0.00018265,0.00170356,0.00021388,0.00187676,676044.88707926,97500.00000000,578544.88707926,5.93379371,0.22909085,0.21570949,0.92125844,0.26198198,1.27914455,0.79127038,-0.28952284,474,2017,0.75406870,2022,-0.21921716,10749399.98058224,4032.50370190,1.65933060,0.04135901,0.45301979,0.19959818,,,0.54674126,0.11475407
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.25000000,0.80000000,QQQ<SMA200,0.01223851,0.26260773,0.01227090,0.26260828,624552.74330980,97500.00000000,527052.74330980,5.40566916,0.22012386,0.20731729,0.89879175,0.25969532,1.24598598,0.82784690,-0.26589924,474,2017,0.75402383,2022,-0.15262118,9639344.92191509,3618.82392809,1.59559293,0.03711614,0.46508407,0.19930700,,,0.53467589,0.07360641
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.60000000,,0.00014947,0.00135530,0.00015534,0.00148784,823221.41780685,97500.00000000,725721.41780685,7.44329659,0.24811045,0.23655415,1.01802489,0.24887285,1.42382298,0.74802279,-0.33168836,534,2023,0.64861505,2022,-0.29103430,6453599.79891149,2424.42959503,0.86056069,0.02486594,0.47389022,0.39863249,,,0.52593592,0.13769867
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.60000000,QQQ<SMA200,0.01420617,0.31066690,0.01421045,0.31066740,752011.00648115,97500.00000000,654511.00648115,6.71293340,0.23789911,0.22698153,1.00041296,0.24375886,1.39554414,0.82138316,-0.28963232,166,2013,0.61862850,2022,-0.21669661,5458861.71728174,2054.20020322,0.78953945,0.02106872,0.48790856,0.39863249,,,0.51189364,0.09279023
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.70000000,,0.00014409,0.00140213,0.00015998,0.00148784,904289.47767659,97500.00000000,806789.47767659,8.27476387,0.25976402,0.24649156,0.98071976,0.27485380,1.36565299,0.77261160,-0.33621553,573,2013,0.74957666,2022,-0.29101549,9836123.05518676,3690.88244794,1.22550112,0.03785520,0.42423698,0.29855632,,,0.57558408,0.13770780
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.70000000,QQQ<SMA200,0.01417721,0.31054412,0.01419171,0.31054459,825138.07925819,97500.00000000,727638.07925819,7.46295466,0.24946801,0.23680018,0.96246894,0.27019361,1.33719767,0.86131949,-0.28963469,166,2013,0.74963242,2022,-0.21677484,8522229.78397415,3201.01689988,1.15268488,0.03283094,0.43823769,0.29855632,,,0.56156429,0.09291304
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.80000000,,0.00016203,0.00140899,0.00019063,0.00148784,952104.03166098,97500.00000000,854604.03166098,8.76516956,0.26572230,0.25194411,0.94512964,0.29699801,1.31145524,0.77693313,-0.34201438,573,2013,0.81185652,2022,-0.29101721,12778409.99493299,4793.00129111,1.56487557,0.04915899,0.38635526,0.19860381,,,0.61343463,0.13769306
VT TQQQ/BTAL t30 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.30000000,0.80000000,QQQ<SMA200,0.01424189,0.31053300,0.01427069,0.31053347,869157.06322816,97500.00000000,771657.06322816,7.91443142,0.25541013,0.24229889,0.92681424,0.29262065,1.28346607,0.82001496,-0.31147008,576,2013,0.81181985,2022,-0.21679163,11236770.52229885,4217.78212556,1.49329931,0.04325930,0.40044644,0.19860381,,,0.59934647,0.09292416
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.60000000,,0.00014795,0.00147511,0.00015217,0.00145883,1026148.65551003,97500.00000000,928648.65551003,9.52460159,0.27031482,0.25987239,1.03881934,0.26488447,1.46022169,0.69514444,-0.38886137,535,2023,0.81045968,2022,-0.34919338,6491274.94419343,2438.95026742,0.74724462,0.02501487,0.44906584,0.39854117,,,0.55076447,0.16064910
VT TQQQ/BTAL t35 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.60000000,QQQ<SMA200,0.01607603,0.35671145,0.01608093,0.35671191,929828.11596148,97500.00000000,832328.11596148,8.53669863,0.25904657,0.24943863,1.02818472,0.25691017,1.44079550,0.80143469,-0.32322855,563,2013,0.62240881,2022,-0.26791336,5327862.44702354,2005.29556613,0.67124608,0.02056713,0.46500191,0.39854117,,,0.53482726,0.11398866
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.70000000,,0.00013247,0.00115901,0.00014410,0.00116132,1226008.74048631,97500.00000000,1128508.74048631,11.57444862,0.29168196,0.27873181,1.01103700,0.29806575,1.41205383,0.72878061,-0.40023288,601,2023,0.81619086,2022,-0.35855882,9926200.15142143,3725.59994979,0.99999715,0.03821128,0.38624263,0.29883868,,,0.61359735,0.16064525
VT TQQQ/BTAL t35 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.70000000,QQQ<SMA200,0.01596065,0.35647649,0.01596967,0.35647690,1109166.97452109,97500.00000000,1011666.97452109,10.37607153,0.28038540,0.26811293,0.99817706,0.29099212,1.39039279,0.82531705,-0.33973053,169,2013,0.78706829,2022,-0.27858910,8368954.60612737,3144.41505505,0.92393284,0.03225041,0.40208009,0.29883868,,,0.59776141,0.11422367
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,,0.00015293,0.00154628,0.00017487,0.00158466,1343878.85689326,97500.00000000,1246378.85689326,12.78337289,0.30324496,0.28847710,0.98020453,0.32534570,1.36439014,0.74622782,-0.40637048,601,2013,0.93720025,2022,-0.35855711,14781927.49126231,5544.84443260,1.38947893,0.05687020,0.33576875,0.19841534,,,0.66403974,0.16065929
VT TQQQ/BTAL t35 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.35000000,0.80000000,QQQ<SMA200,0.01593080,0.35633473,0.01595079,0.35633511,1214627.99728590,97500.00000000,1117127.99728590,11.45772305,0.29188432,0.27774245,0.96604560,0.31886082,1.34154310,0.85161850,-0.34274070,605,2013,0.93731980,2022,-0.27868835,12723350.35948548,4775.65373321,1.31151692,0.04898106,0.35155292,0.19841534,,,0.64825443,0.11436546
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.60000000,,0.00014528,0.00117402,0.00014827,0.00119110,1102413.66806208,97500.00000000,1004913.66806208,10.30680685,0.27782492,0.26746580,1.02439984,0.27781110,1.44314761,0.64478840,-0.43087767,567,2023,0.88412912,2022,-0.39329168,5949828.22043500,2235.59418734,0.64817039,0.02292917,0.43397662,0.39885787,,,0.56585863,0.18360977
VT TQQQ/BTAL t40 w0-60 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.60000000,QQQ<SMA200,0.01738126,0.40059731,0.01738165,0.40059774,1005242.75177548,97500.00000000,907742.75177548,9.31018207,0.26716328,0.25769300,1.02365675,0.26690331,1.43751018,0.75297048,-0.35481243,567,2023,0.62813279,2022,-0.30494490,4784526.30437819,1801.06615596,0.56754784,0.01847247,0.45122821,0.39885787,,,0.54861030,0.13734576
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.70000000,,0.00013480,0.00159544,0.00014361,0.00159670,1520235.76840684,97500.00000000,1422735.76840684,14.59216173,0.31364367,0.30159087,1.02566625,0.31554687,1.43854148,0.69124672,-0.45373621,602,2023,0.98776840,2022,-0.41496236,9758471.51168971,3662.91560487,0.84738665,0.03756837,0.36054842,0.29840330,,,0.63929278,0.18361498
VT TQQQ/BTAL t40 w0-70 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.70000000,QQQ<SMA200,0.01771540,0.40019942,0.01772311,0.40019979,1367068.84770632,97500.00000000,1269568.84770632,13.02121895,0.30147861,0.29029495,1.01796363,0.30579276,1.42325581,0.78423911,-0.38442180,605,2013,0.79181883,2022,-0.33001194,8030266.81493879,3017.56094103,0.76983191,0.03094934,0.37813761,0.29840330,,,0.62170147,0.13774372
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.80000000,,0.00013423,0.00101290,0.00015044,0.00099893,1789286.74910467,97500.00000000,1691786.74910467,17.35165897,0.33340217,0.31897093,1.00166254,0.34949453,1.39817443,0.71589534,-0.46571357,605,2023,0.99284410,2022,-0.42185909,14934326.09000863,5602.48503037,1.14584029,0.05746138,0.29857427,0.19900107,,,0.70126065,0.18361224
VT TQQQ/BTAL t40 w0-80 QQQ:VOL_EWMA85 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.85000000,0.40000000,0.80000000,QQQ<SMA200,0.01756673,0.39997129,0.01758262,0.39997163,1607506.06016662,97500.00000000,1510006.06016662,15.48724164,0.32127192,0.30753746,0.99163879,0.34073616,1.38045419,0.80723994,-0.39798813,606,2013,0.97005079,2022,-0.33804231,12591680.57755397,4726.71235278,1.06725943,0.04847910,0.31601835,0.19900107,,,0.68381798,0.13797188
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.60000000,,0.00015595,0.00153379,0.00016267,0.00171463,582485.17557835,97500.00000000,484985.17557835,4.97420693,0.21209198,0.19992383,0.96599765,0.22627156,1.34808522,0.80645901,-0.26299164,188,2017,0.57813874,2022,-0.20876065,5343416.37698557,2007.58873801,0.89895022,0.02059065,0.51474570,0.39920357,,,0.48507116,0.10928941
VT TQQQ/BTAL t25 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.60000000,QQQ<SMA200,0.01046196,0.24392110,0.01046663,0.24392171,536033.26877574,97500.00000000,438533.26877574,4.49777712,0.20314082,0.19110142,0.93992394,0.22412435,1.30946888,0.77246439,-0.26297759,188,2017,0.57813388,2022,-0.15805779,4756920.89642388,1790.55804405,0.85737795,0.01836470,0.52504053,0.39907463,,,0.47476536,0.08112283
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.70000000,,0.00018831,0.00153379,0.00020317,0.00171463,612353.51138611,97500.00000000,514853.51138611,5.28054883,0.21864421,0.20522653,0.93501663,0.24407743,1.30037348,0.83140381,-0.26298196,188,2017,0.67124964,2022,-0.20870418,7003187.95971121,2627.94865129,1.14179138,0.02695332,0.48325306,0.29904760,,,0.51652052,0.10928156
VT TQQQ/BTAL t25 w0-70 QQQ:VOL_EWMA90 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.70000000,QQQ<SMA200,0.01056507,0.24389217,0.01058102,0.24389276,561929.47709868,97500.00000000,464429.47709868,4.76337925,0.20939874,0.19611150,0.90923231,0.24205833,1.26245055,0.79619083,-0.26300070,188,2017,0.67125893,2022,-0.15806414,6283044.85896819,2360.81435730,1.10047059,0.02421348,0.49364877,0.29904760,,,0.50613033,0.08115177
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.80000000,,0.00016331,0.00153379,0.00018809,0.00171463,639555.56594259,97500.00000000,542055.56594259,5.55954427,0.22371973,0.20983259,0.91978368,0.25589895,1.27834279,0.78236804,-0.28595203,477,2017,0.76936473,2022,-0.20875402,8409840.61787380,3154.19620582,1.33145788,0.03235073,0.46417803,0.19930561,,,0.53561111,0.10929407
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA90 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.25000000,0.80000000,QQQ<SMA200,0.01055463,0.24384883,0.01058138,0.24384941,586577.56485942,97500.00000000,489077.56485942,5.01618015,0.21444159,0.20066648,0.89476329,0.25397479,1.24171902,0.80627548,-0.26596566,477,2017,0.76935860,2022,-0.15808642,7589653.98728886,2849.59272716,1.29146569,0.02922659,0.47456105,0.19942806,,,0.52521570,0.08119513
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.60000000,,0.00017015,0.00141493,0.00017379,0.00144067,786788.19719646,97500.00000000,689288.19719646,7.06962254,0.24352239,0.23176500,1.00442481,0.24845257,1.40644455,0.75873425,-0.32095874,532,2023,0.65181513,2022,-0.27889480,5317594.10966887,1998.58790359,0.72784230,0.02049834,0.47519449,0.39860965,,,0.52461402,0.13115931
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA90 gate QQQ<SMA200,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.60000000,QQQ<SMA200,0.01211944,0.28715450,0.01212260,0.28715502,714222.98208897,97500.00000000,616722.98208897,6.32536392,0.23306619,0.22152533,0.98260837,0.24430957,1.37302983,0.75938427,-0.30691469,184,2013,0.62236702,2022,-0.22334726,4616267.37470639,1738.74177440,0.68553969,0.01783325,0.48716795,0.39860965,,,0.51264692,0.10289842
VT TQQQ/BTAL t30 w0-70 QQQ:VOL_EWMA90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,0.90000000,0.30000000,0.70000000,,0.00014780,0.00146337,0.00015932,0.00148176,876897.39726141,97500.00000000,779397.39726141,7.99381946,0.25664067,0.24323695,0.97437095,0.27377815,1.35835240,0.79081566,-0.32452653,571,2013,0.74985451,2022,-0.27890172,8152780.36518871,3060.06603621,1.03366064,0.03138529,0.42595094,0.29851824,,,0.57387106,0.13115037
