label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,params.sigma_target,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.DBMF.avg,exposure.DBMF.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.06660718,0.34159351,0.06575113,0.34159737,39597.33500140,28000.00000000,11597.33500140,0.41419054,0.18561145,0.17905952,0.82284303,0.24437688,1.14829715,0.73088483,-0.25395444,,2023,0.45484203,2025,-0.08051746,291495.60088951,66.86083651,1.89664051,0.00238789,0.23025670,0.07308907,0.23186987,0.07458601,0.15412055,0.04955481,,,0.38019528,0.00000000
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.05363257,0.27327595,0.05299899,0.27327789,37701.22176133,28000.00000000,9701.22176133,0.34647221,0.16060183,0.15271460,0.81252414,0.21192997,1.12979399,0.70819050,-0.22677772,,2023,0.43128814,2025,-0.07355625,252270.80349640,31.30433695,1.70797748,0.00111801,0.51424035,0.16917711,,,0.17141182,0.05597915,,,0.31129681,0.00000000
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.06645815,0.34159543,0.06580686,0.34159737,39848.81444295,28000.00000000,11848.81444295,0.42317194,0.19150359,0.18248369,0.81499429,0.25661418,1.13635953,0.69982079,-0.27364661,,2023,0.51249126,2025,-0.09219406,296744.31992103,36.83887026,1.90565010,0.00131567,0.46218162,0.14742216,,,0.15416681,0.04923244,,,0.38042395,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.12706336,0.49998970,0.12695480,0.50000000,41961.32977323,28000.00000000,13961.32977323,0.49861892,0.21501815,0.21064165,0.95726847,0.23276398,1.38518526,0.86144775,-0.24960092,,2023,0.40713151,2025,-0.09561815,78559.05467118,32.99712168,0.49097729,0.00117847,,,0.62606876,0.49891702,,,,,0.37318350,0.00000000
SPY benchmark,sens,sens_2022-05-09,2022-05-09,2025-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01061994,0.02302524,0.01062173,0.02302650,37035.45143388,28000.00000000,9035.45143388,0.32269469,0.13862329,0.14323348,0.80903676,0.18149495,1.19576644,0.74273478,-0.18663902,,2023,0.25707882,2025,-0.03312459,27836.47740957,1.94855342,0.20201069,0.00006959,,,,,,,0.98937827,0.97697350,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.02159933,0.27326444,0.02145323,0.27327789,43336.21448616,28000.00000000,15336.21448616,0.54772195,0.22432789,0.22835125,1.09902056,0.20413436,1.52854087,1.37359295,-0.16331468,449,2023,0.30485461,2022,0.00982793,309883.99240931,118.77736032,2.08119301,0.00424205,,,0.59510938,0.19971000,,,,,0.40400381,0.00000000
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.02660303,0.34158391,0.02644931,0.34159737,47847.47291545,28000.00000000,19847.47291545,0.70883832,0.27931739,0.28392404,1.13468496,0.24473773,1.58321464,1.38230191,-0.20206685,436,2023,0.37971340,2022,0.00982793,320112.98699345,122.55344073,2.02342251,0.00437691,,,0.51370008,0.19925274,,,,,0.48539364,0.00000000
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.02252332,0.27327681,0.02216634,0.27327789,49057.87412436,28000.00000000,21057.87412436,0.75206693,0.29570386,0.29818504,1.22791775,0.23455407,1.72339839,1.38955131,-0.21280529,224,2023,0.45619572,2022,0.00494070,341352.09416651,33.60849851,2.15317645,0.00120030,0.59307887,0.19888789,,,,,,,0.40447386,0.00000000
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.02733732,0.34159628,0.02692430,0.34159737,53597.43549144,28000.00000000,25597.43549144,0.91419412,0.34884749,0.34951279,1.22254401,0.27775561,1.71909571,1.32977274,-0.26233617,235,2023,0.53698560,2022,0.00494070,350496.91435430,34.50447726,2.07541407,0.00123230,0.51163544,0.19815357,,,,,,,0.48591385,0.00000000
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.02295980,0.27327250,0.02230048,0.27327789,46234.31044096,28000.00000000,18234.31044096,0.65122537,0.26131685,0.26450641,1.20748112,0.21192803,1.69301387,1.50852605,-0.17322660,398,2023,0.38136785,2022,0.00759338,326751.78483702,77.25877099,2.12320126,0.00275924,0.29576199,0.09887944,0.29727352,0.09961225,,,,,0.40421598,0.00000000
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.02758852,0.34159198,0.02701295,0.34159737,50765.98919116,28000.00000000,22765.98919116,0.81307104,0.31526319,0.31788435,1.20285891,0.25648353,1.68894990,1.37847897,-0.22870366,398,2023,0.45863048,2022,0.00759338,335350.77865365,79.44024028,2.04886010,0.00283715,0.25511400,0.09833325,0.25651691,0.09944972,,,,,0.48584729,0.00000000
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.02194664,0.27326761,0.02145176,0.27327789,43978.91767061,28000.00000000,15978.91767061,0.57067563,0.22731946,0.23651749,1.08219250,0.21087873,1.50602466,1.24447104,-0.18266352,447,2023,0.31950063,2022,-0.01281589,313252.20021893,104.91404617,2.11506799,0.00374693,,,0.44621240,0.14972803,0.14828843,0.04955080,,,0.40412212,0.00000000
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.02703915,0.34158709,0.02645704,0.34159737,48404.06726808,28000.00000000,20404.06726808,0.72871669,0.28134447,0.29051384,1.11002500,0.25361054,1.54984745,1.20110752,-0.23423754,432,2023,0.39640644,2022,-0.01281589,322458.05084732,107.92017965,2.04754894,0.00385429,,,0.38498098,0.14919765,0.12778413,0.04924260,,,0.48563832,0.00000000
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.02357806,0.27327263,0.02238977,0.27327789,46079.66478751,28000.00000000,18079.66478751,0.64570231,0.25403746,0.26261931,1.13997311,0.22112902,1.59436499,1.24009580,-0.20485309,398,2023,0.37568563,2022,-0.01437402,324842.39674863,74.02143831,2.14188086,0.00264362,0.22134794,0.07293140,0.22275792,0.07470752,0.14826319,0.04941288,,,0.40426951,0.00000000
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.02823086,0.34159211,0.02713346,0.34159737,50518.50605358,28000.00000000,22518.50605358,0.80423236,0.30743851,0.31506007,1.14972727,0.26507366,1.61164433,1.21223275,-0.25361344,398,2023,0.45487143,2022,-0.01437402,334316.28351654,76.08063737,2.07082156,0.00271717,0.19090139,0.07226747,0.19224720,0.07473073,0.12789071,0.04927219,,,0.48578261,0.00000000
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.02277069,0.27327568,0.02191894,0.27327789,48124.91799964,28000.00000000,20124.91799964,0.71874707,0.27922206,0.28721573,1.15535356,0.23907502,1.61780319,1.23150942,-0.22673157,394,2023,0.43123810,2022,-0.01622191,335647.15554024,41.85524307,2.16525172,0.00149483,0.44464235,0.14914369,,,0.14811470,0.04965477,,,0.40435816,0.00000000
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.02775531,0.34159515,0.02687246,0.34159737,52594.53348396,28000.00000000,24594.53348396,0.87837620,0.33232707,0.33845044,1.16516039,0.28176474,1.63586680,1.21561805,-0.27338116,394,2023,0.51346411,2022,-0.01622191,344144.70522423,42.90004909,2.08263644,0.00153214,0.38323595,0.14725688,,,0.12777199,0.04939389,,,0.48597467,0.00000000
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.04632423,0.49998654,0.04616440,0.50000000,46030.48878212,28000.00000000,18030.48878212,0.64394603,0.27612114,0.26201827,1.20977200,0.22315892,1.75689691,1.10748783,-0.24932205,288,2023,0.40724418,2022,0.00982793,83301.33680905,34.53028627,0.50058298,0.00123322,,,0.54517724,0.49872141,,,,,0.45390384,0.00000000
SPY benchmark,sens,sens_2022-11-08,2022-11-08,2025-11-07,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01068482,0.03181567,0.01068654,0.03181683,42460.07920415,28000.00000000,14460.07920415,0.51643140,0.21920153,0.21707581,1.33538123,0.15849677,2.03910264,1.17039562,-0.18728841,127,2023,0.25638413,2022,0.00562019,27534.78829670,1.92743518,0.18585569,0.00006884,,,,,,,0.98931346,0.96818317,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.20000000,0.00327049,0.06864417,0.00308643,0.06864959,38375.12648482,28000.00000000,10375.12648482,0.37054023,0.18734550,0.16213494,0.95607295,0.20183128,1.32388233,1.06556520,-0.17581796,,2023,0.25805625,2026,-0.02311409,302797.65246636,114.51637314,2.03819668,0.00408987,,,0.55425193,0.19954382,,,,,0.44477706,0.19828080
VT TQQQ/BTAL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.25000000,0.00369827,0.08119564,0.00346791,0.08120113,43201.70199546,28000.00000000,15201.70199546,0.54291793,0.25071173,0.22661589,1.03489883,0.24675654,1.43339159,1.21332179,-0.20663251,,2023,0.31219941,2026,0.01115351,326574.71392871,122.89485555,2.06561777,0.00438910,,,0.46257161,0.19967438,,,,,0.53632905,0.25264310
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.20000000,0.00427875,0.05954536,0.00375981,0.05954585,48546.54549044,28000.00000000,20546.54549044,0.73380520,0.29935311,0.29216181,1.20408553,0.24317291,1.67975469,1.41088574,-0.21217389,224,2023,0.33494717,2026,0.10260578,330316.34017094,32.87386460,2.08624178,0.00117407,0.55250862,0.19954646,,,,,,,0.44510428,0.20201731
VT TQQQ/BIL t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.25000000,0.00464445,0.06879690,0.00406282,0.06879738,52980.67868650,28000.00000000,24980.67868650,0.89216710,0.35279502,0.34268301,1.19427667,0.28948939,1.66789020,1.34705023,-0.26190190,235,2023,0.38412403,2026,0.12255740,354647.24056221,35.34977193,2.11515171,0.00126249,0.46056250,0.19635717,,,,,,,0.53689946,0.25869890
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.20000000,0.00491115,0.06398187,0.00402673,0.06398331,43271.33834329,28000.00000000,15271.33834329,0.54540494,0.24366651,0.22750677,1.12198762,0.21618451,1.55915742,1.40805094,-0.17305234,398,2023,0.29708412,2026,0.03857548,316939.32076750,74.32230513,2.06432237,0.00265437,0.27534135,0.09892419,0.27680126,0.09959803,,,,,0.44497417,0.20027511
VT TQQQ/BIL50+BTAL50 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.25000000,0.00507308,0.07543176,0.00419288,0.07543295,47956.72110118,28000.00000000,19956.72110118,0.71274004,0.30220307,0.28519355,1.13631945,0.26440487,1.58065453,1.32545276,-0.22799988,398,2023,0.34896601,2026,0.06637972,340580.29895462,79.77356420,2.08993667,0.00284906,0.22962835,0.09622465,0.23095200,0.09951662,,,,,0.53668861,0.25526462
VT TQQQ/BTAL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.20000000,0.00371351,0.06549263,0.00306440,0.06549535,41322.58825549,28000.00000000,13322.58825549,0.47580672,0.22197522,0.20217038,1.05973415,0.21118903,1.47007102,1.21458744,-0.18275771,447,2023,0.27776667,2026,0.01803166,311062.10955224,103.01113990,2.05494575,0.00367897,,,0.41543053,0.14956103,0.13800075,0.04934664,,,0.44497390,0.20015823
VT TQQQ/BTAL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL75+DBMF25,0.25000000,0.00390959,0.07684771,0.00325264,0.07685046,45965.49176206,28000.00000000,17965.49176206,0.64162471,0.28128598,0.26120068,1.09491122,0.25801201,1.52016187,1.20271557,-0.23387573,432,2023,0.33094017,2026,0.04591737,334249.26170611,110.37782007,2.07893141,0.00394207,,,0.34666962,0.14895207,0.11516220,0.04888370,,,0.53665702,0.25548452
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.20000000,0.00613702,0.06168008,0.00454706,0.06168375,45144.06704404,28000.00000000,17144.06704404,0.61228811,0.26416484,0.25108331,1.15446216,0.22628076,1.60533765,1.29081425,-0.20464977,398,2023,0.30682160,2026,0.06534470,321796.37652601,72.67615561,2.07527362,0.00259558,0.20525620,0.07328508,0.20734954,0.07476466,0.13802508,0.04951558,,,0.44505400,0.20193436
VT TQQQ/BIL37.5+BTAL37.5+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL37.5+BTAL37.5+DBMF25,0.25000000,0.00519755,0.07278827,0.00393916,0.07279152,49607.68596341,28000.00000000,21607.68596341,0.77170307,0.31931204,0.30454574,1.15483075,0.27370655,1.60738955,1.26016344,-0.25338939,398,2023,0.35750804,2026,0.08791683,345770.63084435,77.92931678,2.10476916,0.00278319,0.17190301,0.07207212,0.17317799,0.07436015,0.11517856,0.04918779,,,0.53665071,0.25717522
VT TQQQ/BIL75+DBMF25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.20000000,0.00542875,0.05858724,0.00424408,0.05858858,49150.09793882,28000.00000000,21150.09793882,0.75536064,0.30571095,0.29922920,1.20627526,0.24773364,1.68158151,1.35066494,-0.22634107,394,2023,0.33483870,2026,0.11346630,331636.25971517,41.44598808,2.09028442,0.00148021,0.41331024,0.14809504,,,0.13801130,0.04967865,,,0.44509847,0.20301022
VT TQQQ/BIL75+DBMF25 t25 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+DBMF25,0.25000000,0.00498101,0.06765523,0.00402951,0.06765652,53482.03782220,28000.00000000,25482.03782220,0.91007278,0.35789503,0.34820126,1.19496498,0.29346502,1.66802626,1.30967374,-0.27327037,394,2023,0.38484420,2026,0.13075926,354843.95321808,44.38953339,2.11312708,0.00158534,0.34492462,0.14521994,,,0.11499171,0.04891102,,,0.53718199,0.25989347
TQQQ50/BTAL50 gate QQQ<SMA200,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.00753300,0.10055646,0.00721304,0.10056159,45387.96922925,28000.00000000,17387.96922925,0.62099890,0.28088142,0.25410127,1.25929840,0.21603918,1.81846419,1.12955558,-0.24866542,288,2024,0.35891288,2025,0.05428192,69149.92720974,26.86297384,0.43028945,0.00095939,,,0.50605195,0.49870667,,,,,0.49281506,0.39943841
SPY benchmark,sens,sens_2023-05-08,2023-05-08,2026-05-08,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,,0.01124715,0.03170543,0.01124887,0.03170656,42828.10461967,28000.00000000,14828.10461967,0.52957516,0.22517184,0.22181839,1.43423160,0.15004196,2.15604244,1.20486796,-0.18688508,127,2024,0.24339668,2026,0.08405986,27881.84694163,1.95172929,0.18867921,0.00006970,,,,,,,0.98875113,0.96829344,,
