label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.gate.ratio_sma,params.gate.fire,params.gate.hysteresis,params.gate.w_off,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.00000000,0.30000000,0.01084270,0.18209648,0.01086069,0.18209744,410485.58907244,97500.00000000,312985.58907244,3.21010861,0.16366970,0.16265617,0.80076435,0.22023003,1.10508490,0.50092417,-0.32673548,708,2017,0.58815043,2022,-0.30778405,5708244.86739450,2148.67305304,1.43374127,0.02203767,0.55267428,0.39900717,,,0.44707717,0.11790256
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.00000000,0.00000000,0.00030921,0.00175383,0.00036131,0.00190927,181152.61566861,97500.00000000,83652.61566861,0.85797555,0.05945563,0.07306978,0.36747114,0.22966655,0.50518753,0.12082528,-0.49207937,1953,2017,0.58812985,2022,-0.24065159,5801364.90152923,2183.55775675,2.82716189,0.02239546,0.66356732,0.39900717,,,0.33603623,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90<0.85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.05000000,,0.04406233,0.39987632,0.04406755,0.39987706,423122.22274647,97500.00000000,325622.22274647,3.33971511,0.18425657,0.16589946,0.84643362,0.23240477,1.16920845,0.57075148,-0.32283153,750,2017,0.58816379,2022,-0.27970124,3209558.49512539,1214.83987589,0.65514998,0.01245990,0.51738771,0.39885392,,,0.48242469,0.10216661
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90<0.85 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.05000000,0.30000000,0.01717246,0.19875500,0.01718656,0.19875603,272811.03887002,97500.00000000,175311.03887002,1.79806194,0.12742092,0.11852485,0.68363095,0.20756992,0.93731044,0.39564464,-0.32205900,745,2017,0.58813727,2022,-0.27937167,4062268.93621692,1533.26600974,1.18180689,0.01572581,0.59030318,0.39894300,,,0.40945399,0.10124397
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90<0.85 off0,full,full,2012-01-03,2026-08-20,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.05000000,0.00000000,0.00032318,0.00175383,0.00036629,0.00190927,99640.12942981,97500.00000000,2140.12942981,0.02195005,0.00728630,0.00268751,0.14362898,0.22004331,0.19622951,0.01448045,-0.50318183,2141,2017,0.58811925,2015,-0.21498339,3994688.93867068,1507.84621786,2.28639987,0.01546509,0.73047214,0.39900717,,,0.26913118,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90<0.80,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.10000000,,0.10015937,0.59998522,0.10016759,0.60000000,292019.13875183,97500.00000000,194519.13875183,1.99506809,0.12938292,0.12594126,0.67894598,0.21337069,0.93349439,0.47204117,-0.27409245,793,2017,0.58813884,2022,-0.21710417,1735678.35373574,668.85476523,0.44786000,0.00686005,0.57350602,0.39891032,,,0.42628921,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90<0.80 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.10000000,0.30000000,0.03071863,0.29998522,0.03072674,0.30000000,193438.42178700,97500.00000000,95938.42178700,0.98398381,0.07833837,0.08046785,0.51940974,0.17530192,0.71068728,0.26462212,-0.29603863,1406,2017,0.56115509,2012,-0.22046859,2093460.90885228,802.16871887,0.70726426,0.00822737,0.67534738,0.39891032,,,0.32439024,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.90<0.80 off0,full,full,2012-01-03,2026-08-20,false,false,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.90000000,0.10000000,0.00000000,0.00033784,0.00168977,0.00036858,0.00187528,60882.38520919,97500.00000000,-36617.61479081,-0.37556528,-0.04950331,-0.06166202,-0.16290096,0.19506658,-0.22222818,-0.07356982,-0.67287526,,2017,0.53323180,2012,-0.29811404,2042473.20981763,783.06143239,1.32279481,0.00803140,0.88032792,0.39891032,,,0.11929014,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.00000000,,0.00755390,0.15702499,0.00756164,0.15702737,732922.32247397,97500.00000000,635422.32247397,6.51715203,0.23606795,0.22426066,0.99152252,0.24467651,1.38155384,0.66687024,-0.35399383,687,2013,0.60863903,2022,-0.33202133,6141044.33999221,2309.18495959,0.89760815,0.02368395,0.48086371,0.39900717,,,0.51895495,0.14915631
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.00000000,0.30000000,0.00462776,0.10425038,0.00464182,0.10425098,648427.70034928,97500.00000000,550927.70034928,5.65054052,0.22085798,0.21129212,0.96173981,0.23752815,1.34151432,0.62391588,-0.35398678,713,2017,0.58817556,2022,-0.33202286,6954889.64769888,2613.84431316,1.10989563,0.02680866,0.49702068,0.39900717,,,0.50277487,0.14914154
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.00000000,0.00000000,0.00020310,0.00175383,0.00024299,0.00190927,353994.27708700,97500.00000000,256494.27708700,2.63071053,0.16028325,0.14676434,0.74118510,0.24021962,1.02754224,0.42219845,-0.37963960,1234,2017,0.58814778,2022,-0.34266364,9071366.22502135,3407.43741546,2.01558855,0.03494808,0.54784212,0.39900452,,,0.45189294,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95<0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.05000000,,0.01612364,0.35502837,0.01612940,0.35502908,614819.85769293,97500.00000000,517319.85769293,5.30584469,0.21841790,0.20565261,0.94081331,0.24177260,1.30851779,0.61467352,-0.35533969,691,2013,0.59704563,2022,-0.33344150,5010475.92708594,1886.64352888,0.85144260,0.01935019,0.48943675,0.39900717,,,0.51037977,0.13582443
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95<0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.05000000,0.30000000,0.00687366,0.16425858,0.00688802,0.16425928,481393.50750637,97500.00000000,383893.50750637,3.93736931,0.18804111,0.17966605,0.85921227,0.23274934,1.19270185,0.52918951,-0.35533794,744,2017,0.58814594,2022,-0.33346004,6083569.33368519,2288.00513791,1.23775282,0.02346672,0.51497454,0.39900717,,,0.48480807,0.13574072
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95<0.90 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.05000000,0.00000000,0.00025521,0.00175383,0.00029970,0.00190927,213302.47431435,97500.00000000,115802.47431435,1.18771769,0.10169238,0.09140043,0.52660974,0.23873858,0.72704621,0.27985235,-0.36337870,1238,2017,0.58813963,2022,-0.27731834,7011099.88860579,2635.76947344,2.35487774,0.02703353,0.58725361,0.39900452,,,0.41241861,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95<0.85,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.10000000,,0.04102988,0.39978488,0.04103135,0.39978560,434342.28615772,97500.00000000,336842.28615772,3.45479268,0.18745444,0.16869633,0.85352616,0.23410775,1.18017159,0.58060989,-0.32285781,750,2013,0.59266764,2022,-0.27974100,3417328.09484179,1291.23726829,0.68483496,0.01324346,0.51433909,0.39900717,,,0.48546903,0.10222738
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95<0.85 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.10000000,0.30000000,0.01548715,0.19828752,0.01549753,0.19828840,283548.86524065,97500.00000000,186048.86524065,1.90819349,0.13559985,0.12273674,0.69420455,0.21807366,0.95521445,0.42007661,-0.32279791,755,2017,0.58813181,2022,-0.27956431,4039514.86069559,1523.54568722,1.07168981,0.01562611,0.56545330,0.39900717,,,0.43432057,0.10171160
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=0.95<0.85 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,0.95000000,0.10000000,0.00000000,0.00029438,0.00175383,0.00032482,0.00190927,91130.62191287,97500.00000000,-6369.37808713,-0.06532695,0.01443424,-0.00843713,0.17755841,0.22809137,0.24286612,0.02998141,-0.48143958,,2017,0.58810682,2026,-0.29911038,3961347.95605136,1494.05094567,1.96119602,0.01532360,0.67833159,0.39900717,,,0.32130883,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.00000000,,0.00179504,0.15703971,0.00180241,0.15704218,781729.60160706,97500.00000000,684229.60160706,7.01773950,0.24191816,0.23108254,0.99819235,0.24880449,1.39389146,0.69998224,-0.34560614,561,2023,0.64750047,2022,-0.31103577,6935240.93491627,2605.79897837,0.97499891,0.02672614,0.47510188,0.39889101,,,0.52471673,0.14915496
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.00000000,0.30000000,0.00093402,0.06902543,0.00094351,0.06902798,752249.03594057,97500.00000000,654749.03594057,6.71537473,0.23708625,0.22701501,0.98372357,0.24838177,1.37295179,0.68591420,-0.34565002,561,2023,0.64750592,2022,-0.31108916,6838344.19166594,2569.22402437,0.98878879,0.02635102,0.47681018,0.39889101,,,0.52300467,0.14914312
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.00000000,0.00000000,0.00017157,0.00175383,0.00018941,0.00190927,466302.58529890,97500.00000000,368802.58529890,3.78259062,0.19166236,0.17627250,0.83484479,0.24746953,1.15584553,0.50850279,-0.37691506,1168,2023,0.64752951,2022,-0.33723759,7287157.22673211,2737.52721135,1.35501724,0.02807720,0.49450778,0.39889101,,,0.50528034,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00<0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.05000000,,0.00347622,0.15703971,0.00348270,0.15704218,784231.75771340,97500.00000000,686731.75771340,7.04340264,0.24232160,0.23142066,1.00244349,0.24783333,1.40016128,0.70111020,-0.34562555,561,2023,0.64751859,2022,-0.31324290,6919564.46571284,2600.60461483,0.96791695,0.02667287,0.47678281,0.39889101,,,0.52303547,0.14916578
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00<0.95 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.05000000,0.30000000,0.00221065,0.08373113,0.00221913,0.08373183,769958.11225567,97500.00000000,672458.11225567,6.89700628,0.23962816,0.22947715,0.99794230,0.24641808,1.39371976,0.69329682,-0.34563574,561,2023,0.64751175,2022,-0.31325334,7071968.08871031,2657.46032527,0.99319207,0.02725600,0.47981789,0.39889101,,,0.51999827,0.14914867
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00<0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.05000000,0.00000000,0.00017159,0.00175383,0.00018991,0.00190927,459403.94970926,97500.00000000,361903.94970926,3.71183538,0.19250622,0.17468341,0.84109939,0.24606447,1.16311986,0.50304117,-0.38268482,1196,2023,0.64752217,2022,-0.36269003,8311063.12929386,3121.90502383,1.43041504,0.03201954,0.50471774,0.39889101,,,0.49507034,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00<0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.10000000,,0.00996305,0.35501432,0.00996698,0.35501506,671633.05578411,97500.00000000,574133.05578411,5.88854416,0.22674198,0.21501618,0.96026178,0.24473787,1.33920408,0.65601042,-0.34563777,561,2023,0.64751672,2022,-0.31327968,5617025.03138905,2113.04150433,0.90202586,0.02167222,0.48326777,0.39889101,,,0.51654830,0.14915087
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00<0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.10000000,0.30000000,0.00324626,0.08383728,0.00325318,0.08383811,614686.00968198,97500.00000000,517186.00968198,5.30447189,0.21718913,0.20562953,0.93595560,0.24200349,1.30344813,0.62836472,-0.34564182,561,2023,0.64753226,2022,-0.31330070,5678567.97695464,2135.88234071,0.97430196,0.02190649,0.49078044,0.39889101,,,0.50902707,0.14913904
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.00<0.90 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.00000000,0.10000000,0.00000000,0.00019589,0.00175383,0.00021402,0.00190927,299379.98342845,97500.00000000,201879.98342845,2.07056393,0.14979951,0.12864701,0.69533779,0.24446235,0.95988182,0.39144646,-0.38268200,1196,2023,0.64752783,2022,-0.36265366,5974882.78438052,2246.75494959,1.49950322,0.02304364,0.52997786,0.39889101,,,0.46978130,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.00000000,,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.00000000,0.30000000,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.00000000,0.00000000,0.00015080,0.00175383,0.00016210,0.00190927,816111.65060733,97500.00000000,718611.65060733,7.37037590,0.24741728,0.23563645,1.01938732,0.24770955,1.42449475,0.71565372,-0.34572207,533,2023,0.64754808,2022,-0.30490078,7857923.17732850,2951.29038820,1.05873615,0.03026965,0.48010077,0.39889101,,,0.51971729,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05<1.00,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.05000000,,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05<1.00 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.05000000,0.30000000,0.00015042,0.00175383,0.00015802,0.00190927,823990.52049860,97500.00000000,726490.52049860,7.45118483,0.24798242,0.23665294,1.01567676,0.24950374,1.41969858,0.71725516,-0.34573808,533,2023,0.64752072,2022,-0.30492027,7335289.16423065,2755.31441636,0.98072653,0.02825964,0.47346117,0.39889101,,,0.52636161,0.14915511
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05<1.00 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.05000000,0.00000000,0.00015080,0.00175383,0.00016210,0.00190927,816111.65060733,97500.00000000,718611.65060733,7.37037590,0.24741728,0.23563645,1.01938732,0.24770955,1.42449475,0.71565372,-0.34572207,533,2023,0.64754808,2022,-0.30490078,7857923.17732850,2951.29038820,1.05873615,0.03026965,0.48010077,0.39889101,,,0.51971729,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05<0.95,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.10000000,,0.00257304,0.15702908,0.00257809,0.15703154,793643.45456846,97500.00000000,696143.45456846,7.13993287,0.24340989,0.23268286,1.00402592,0.24847580,1.40323544,0.70401402,-0.34574581,533,2023,0.64752285,2022,-0.30492442,7044558.56670088,2646.95802463,0.97804594,0.02714829,0.47588925,0.39889101,,,0.52393479,0.14915068
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05<0.95 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.10000000,0.30000000,0.00161642,0.08369213,0.00162374,0.08369281,809781.10469947,97500.00000000,712281.10469947,7.30544723,0.24554819,0.23481258,1.01382476,0.24754628,1.41752565,0.71026824,-0.34571191,533,2023,0.64752924,2022,-0.30488787,7301700.65973131,2743.12821900,0.98949954,0.02813465,0.47708511,0.39889101,,,0.52273806,0.14916848
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@5>=1.05<0.95 off0,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,5,1.05000000,0.10000000,0.00000000,0.00015593,0.00175383,0.00016887,0.00190927,747887.56729494,97500.00000000,650387.56729494,6.67064172,0.23799361,0.22639970,0.99370149,0.24604304,1.38727749,0.68842292,-0.34570843,533,2023,0.64751925,2022,-0.30489086,8585697.43035062,3224.64225150,1.17533924,0.03307325,0.49073311,0.39889101,,,0.50907814,0.00000000
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=0.90,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,0.90000000,0.00000000,,0.02444328,0.35505902,0.02444918,0.35505977,612221.59791217,97500.00000000,514721.59791217,5.27919588,0.21734644,0.20520369,0.94440128,0.23928462,1.31294216,0.66360645,-0.32752309,565,2013,0.59400862,2022,-0.30792488,4824929.07198799,1818.20947750,0.83509441,0.01864830,0.49776658,0.39900717,,,0.50205071,0.11849925
VT TQQQ/BTAL t30 w0-60 QQQ:VOL_EWMA80 gate VIX/VIX3M@10>=0.90 off30,full,full,2012-01-03,2026-08-20,false,true,"{""*"": 6, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-20-net15,10,0.90000000,0.00000000,0.30000000,0.01007767,0.18194658,0.01009556,0.18194747,417997.17561115,97500.00000000,320497.17561115,3.28715052,0.16760153,0.16459632,0.80931725,0.22278254,1.11837138,0.51178949,-0.32748138,713,2017,0.55436983,2022,-0.30787955,6166325.84435017,2319.56605443,1.47243217,0.02379042,0.54583844,0.39900717,,,0.45392339,0.11805253
